Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Year
201201BS70304,527720,179070,-0.161503,51.496098,1,3,2,1,11/06/2012,2,17:40,12,E09000020,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002863,2012
201201BS70305,525590,178180,-0.192487,51.488576,1,3,2,1,01/06/2012,6,15:28,12,E09000020,3,3220,Single carriageway,30,,Automatic traffic signal,3,3218,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002894,2012
201201BS70306,526870,178060,-0.174104,51.487212,1,3,2,1,18/06/2012,2,18:15,12,E09000020,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002910,2012
201201BS70307,527730,178460,-0.161579,51.490614,1,3,1,1,15/06/2012,6,14:20,12,E09000020,3,3217,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002861,2012
201201BS70308,526150,178580,-0.184283,51.492047,1,3,2,1,26/06/2012,3,08:20,12,E09000020,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002836,2012
201201BS70309,526160,179210,-0.183914,51.497706,1,3,1,1,15/06/2012,6,17:45,12,E09000020,4,325,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine with high winds,Dry,None,None,1,Yes,E01002890,2012
201201BS70310,527840,179420,-0.159648,51.499216,1,3,1,1,13/06/2012,4,16:10,12,E09000020,3,3216,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002818,2012
201201BS70311,524070,180070,-0.213705,51.505898,1,3,1,1,16/06/2012,7,16:45,12,E09000020,5,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002873,2012
201201BS70312,528560,177930,-0.149824,51.485663,1,3,2,1,26/06/2012,3,08:48,12,E09000020,3,3212,Single carriageway,30,,Automatic traffic signal,3,3216,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004669,2012
201201BS70313,523960,181340,-0.214843,51.517336,1,3,1,1,22/06/2012,6,13:25,12,E09000020,4,412,Single carriageway,30,,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002878,2012
201201BS70314,523170,181580,-0.226139,51.519665,1,3,2,1,23/06/2012,7,17:35,11,E09000013,4,412,Single carriageway,30,,Giveway or uncontrolled,4,412,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002876,2012
201201BS70315,524600,180200,-0.206026,51.506949,1,3,2,1,12/06/2012,3,11:54,12,E09000020,3,402,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002868,2012
201201BS70316,527360,178680,-0.166827,51.492674,1,3,1,1,18/06/2012,2,15:45,12,E09000020,5,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002858,2012
201201BS70317,527350,177630,-0.167349,51.48324,1,3,1,1,21/06/2012,5,11:50,12,E09000020,3,3031,Single carriageway,30,,Automatic traffic signal,3,3212,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002844,2012
201201BS70318,524210,179530,-0.211878,51.501014,1,3,2,1,30/06/2012,7,16:48,12,E09000020,3,3220,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002866,2012
201201BS70319,526230,178430,-0.183184,51.490681,1,3,2,1,25/06/2012,2,11:30,12,E09000020,3,3218,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002898,2012
201201BS70320,527300,179210,-0.167499,51.497451,1,3,2,1,26/06/2012,3,13:10,12,E09000020,3,4,Dual carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002819,2012
201201BS70321,527860,179650,-0.159277,51.501279,1,3,1,1,27/06/2012,4,17:03,12,E09000020,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002818,2012
201201BS70322,525520,179560,-0.193004,51.500994,1,3,1,1,27/06/2012,4,19:00,12,E09000020,3,315,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002889,2012
201201BS70323,523900,182280,-0.215377,51.525797,1,3,1,1,14/06/2012,5,17:35,12,E09000020,6,0,Dual carriageway,30,,Giveway or uncontrolled,4,450,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002852,2012
201201BS70324,526660,177610,-0.177288,51.483215,1,3,2,1,07/07/2012,7,22:25,12,E09000020,3,3217,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002911,2012
201201BS70326,527980,178700,-0.157893,51.492714,1,3,2,1,04/07/2012,4,14:08,12,E09000020,3,3216,Single carriageway,30,,Giveway or uncontrolled,3,3217,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002859,2012
201201BS70327,525890,178650,-0.188001,51.492734,1,3,2,1,10/06/2012,1,19:10,12,E09000020,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002834,2012
201201BS70328,526680,177350,-0.177093,51.480874,1,3,2,1,13/06/2012,4,09:56,12,E09000020,3,3220,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002842,2012
201201BS70329,527870,179240,-0.159282,51.497592,1,3,2,1,20/06/2012,4,23:10,12,E09000020,3,3216,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002818,2012
201201BS70331,524550,180810,-0.206531,51.512443,1,3,2,1,07/07/2012,7,20:15,12,E09000020,4,450,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine with high winds,Wet/Damp,None,None,1,Yes,E01002875,2012
201201BS70332,527160,179100,-0.169555,51.496494,1,3,2,1,11/07/2012,4,08:30,12,E09000020,3,4,Single carriageway,30,,Automatic traffic signal,3,308,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002819,2012
201201BS70333,524540,181370,-0.206477,51.517478,1,3,2,1,14/06/2012,5,14:20,12,E09000020,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002831,2012
201201BS70334,527330,177650,-0.16763,51.483424,1,3,2,1,02/07/2012,2,11:00,12,E09000020,3,3212,Single carriageway,30,,Automatic traffic signal,4,304,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002844,2012
201201BS70335,526890,177540,-0.174003,51.482535,1,3,2,1,02/07/2012,2,20:05,12,E09000020,3,3220,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002840,2012
201201BS70336,524330,180330,-0.209869,51.508177,1,3,2,1,27/06/2012,4,08:35,12,E09000020,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002871,2012
201201BS70337,524640,179040,-0.205859,51.496515,1,3,1,1,15/07/2012,1,10:20,12,E09000020,3,3220,Single carriageway,30,,Automatic traffic signal,3,315,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002814,2012
201201BS70339,526730,177720,-0.176241,51.484188,1,3,2,1,15/07/2012,1,10:18,12,E09000020,3,3217,Single carriageway,30,,,-1,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002845,2012
201201BS70340,524790,180310,-0.203251,51.507896,1,3,1,1,22/06/2012,6,07:35,12,E09000020,4,450,Single carriageway,30,,Automatic traffic signal,3,402,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002871,2012
201201BS70341,525030,178620,-0.200393,51.492655,1,3,2,1,03/07/2012,3,13:10,12,E09000020,3,4,Dual carriageway,30,,Automatic traffic signal,3,3220,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002848,2012
201201BS70342,526310,178720,-0.181929,51.493269,1,3,2,1,30/06/2012,7,19:40,12,E09000020,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002835,2012
201201BS70343,526500,178970,-0.179104,51.495473,1,3,2,1,28/06/2012,5,13:25,12,E09000020,5,0,Dual carriageway,30,,Automatic traffic signal,3,4,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002892,2012
201201BS70344,527390,179280,-0.166178,51.49806,1,3,1,1,08/07/2012,1,18:00,12,E09000020,4,319,Single carriageway,30,,Giveway or uncontrolled,3,4,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002819,2012
201201BS70345,525360,178840,-0.195564,51.494559,1,3,2,1,17/07/2012,3,06:51,12,E09000020,3,3220,One way street,30,,Automatic traffic signal,3,4,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002815,2012
201201BS70346,524790,180930,-0.203032,51.513468,1,3,1,1,21/07/2012,7,16:25,12,E09000020,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002882,2012
201201BS70348,526370,177880,-0.181366,51.485707,1,3,2,1,02/07/2012,2,19:17,12,E09000020,3,308,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002895,2012
201201BS70349,526740,177420,-0.176205,51.48149,1,3,2,1,15/07/2012,1,15:53,12,E09000020,3,3220,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002840,2012
201201BS70350,528130,178350,-0.155861,51.489535,1,3,2,1,20/07/2012,6,16:50,12,E09000020,3,3216,Single carriageway,30,,Automatic traffic signal,3,3214,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002902,2012
201201BS70352,524860,178930,-0.202731,51.495478,1,3,1,1,26/06/2012,3,12:00,12,E09000020,4,314,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002817,2012
201201BS70353,526240,178430,-0.18304,51.490678,1,3,2,1,03/07/2012,3,17:13,12,E09000020,3,3218,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002837,2012
201201BS70354,527350,177650,-0.167342,51.48342,1,3,2,1,06/07/2012,6,09:30,12,E09000020,3,3212,Single carriageway,30,,Automatic traffic signal,3,3031,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002844,2012
201201BS70355,528130,178350,-0.155861,51.489535,1,3,3,1,11/07/2012,4,19:10,12,E09000020,3,3214,Single carriageway,30,,Automatic traffic signal,3,3216,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,No,E01002902,2012
201201BS70356,524010,180080,-0.214565,51.506001,1,3,2,1,15/06/2012,6,22:00,12,E09000020,5,0,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01002873,2012
201201BS70357,524850,181890,-0.201827,51.522083,1,3,2,1,09/07/2012,2,17:30,12,E09000020,5,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002854,2012
201201BS70359,523910,182320,-0.215218,51.526154,1,3,2,1,21/07/2012,7,10:40,12,E09000020,4,450,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,Roadworks,None,1,No,E01002852,2012
201201BS70361,524590,181650,-0.205658,51.519983,1,3,2,1,30/07/2012,2,12:21,12,E09000020,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002855,2012
201201BS70362,525310,179430,-0.196074,51.499872,1,3,2,1,19/07/2012,5,19:29,12,E09000020,3,315,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002817,2012
201201BS70363,525820,178130,-0.189194,51.488076,1,3,2,1,02/08/2012,5,08:20,12,E09000020,3,3220,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002893,2012
201201BS70364,526130,177640,-0.184906,51.483603,1,3,2,1,26/07/2012,5,06:27,12,E09000020,3,308,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002912,2012
201201BS70365,526170,177320,-0.184445,51.480718,1,3,1,1,05/07/2012,5,23:00,12,E09000020,3,308,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002843,2012
201201BS70366,525940,178590,-0.187302,51.492183,1,3,2,1,28/07/2012,7,09:30,12,E09000020,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002834,2012
201201BS70369,526920,177490,-0.173589,51.482079,1,3,2,2,31/07/2012,3,08:52,12,E09000020,3,3220,Single carriageway,30,,Automatic traffic signal,3,3220,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002840,2012
201201BS70370,525080,178570,-0.199691,51.492194,1,3,2,1,23/07/2012,2,17:45,12,E09000020,3,3220,One way street,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002848,2012
201201BS70371,525230,180730,-0.196765,51.511573,1,3,2,1,09/07/2012,2,09:04,12,E09000020,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002884,2012
201201BS70372,524270,181400,-0.210356,51.517807,1,3,2,1,06/08/2012,2,15:43,12,E09000020,4,450,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002878,2012
201201BS70373,527110,179070,-0.170285,51.496235,1,3,2,1,03/08/2012,6,23:30,12,E09000020,3,4,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002821,2012
201201BS70374,526030,179680,-0.185618,51.501959,1,3,2,1,18/07/2012,4,09:00,12,E09000020,3,315,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002889,2012
201201BS70375,526600,177280,-0.17827,51.480263,1,3,2,1,11/08/2012,7,13:01,12,E09000020,3,3220,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002840,2012
201201BS70376,528060,178670,-0.156753,51.492426,1,3,1,2,06/08/2012,2,17:20,12,E09000020,3,3217,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002902,2012
201201BS70378,524500,182010,-0.206827,51.523238,1,3,2,1,08/08/2012,4,16:20,12,E09000020,5,0,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002854,2012
201201BS70379,526410,179620,-0.180167,51.501335,1,3,2,1,29/07/2012,1,16:18,1,E09000033,3,315,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Other,Wet/Damp,None,None,1,Yes,E01004688,2012
201201BS70380,526500,178960,-0.179108,51.495384,1,3,2,1,01/08/2012,4,14:15,12,E09000020,3,4,Dual carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002892,2012
201201BS70381,524320,179400,-0.21034,51.499821,1,3,2,2,30/06/2012,7,04:20,12,E09000020,3,3220,Single carriageway,30,,Giveway or uncontrolled,3,3220,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002866,2012
201201BS70382,526250,177360,-0.183279,51.48106,1,3,2,1,07/08/2012,3,07:45,12,E09000020,3,3220,Single carriageway,30,,Automatic traffic signal,3,308,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002843,2012
